,0,1,2
['2017-11-27T00:00:00.000000000'],Congressman steps down from top post amid sexual harassment investigation,Veterans are key as surge of states OK medical cannabis for PTSD,Why Mark Cuban opposes net neutrality: ‘I want there to be fast lanes’
