,0,1,2,3,4,5,6,7,8,9,10
['2017-01-17T00:00:00.000000000'],GOP lawmakers unaware of Trump's health care plan,What Obama and Trump have said about each other,Ten things Obama will be remembered for,US: Era of diplomacy and unity,"Mosque outside Seattle set ablaze, possibly arson-related",Inauguration boycott grows as Donald Trump meets Martin Luther King III,Obamaâs Secret to Surviving the White House Years: Books,Paypal’s Peter Thiel may run for California governor,"Nat Hentoff, Journalist and Social Commentator, Dies at 91",Local Politician Charged With Sexual Assault For Pinching Woman's Genitals,F.B.I. Arrests Wife of Killer in Orlando Mass Shooting
