,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
['2019-01-28T00:00:00.000000000'],Cue that retard in the white house telling his inbred supporters that global warming is baaaaad!,"5 Simple Steps To Get Best Phone Photography Tricks USA ,Canada",FOX NEWS: Coldest air in decades set to blanket northern US,"FOX NEWS: Best Buy security guard fired after tackling man who allegedly struck California cop, tried to flee",FOX NEWS: San Diego border agents argue a physical barrier is essential to security,"FOX NEWS: It will be hard to get a border deal done by February 15, Republican Rep. Biggs says","FOX NEWS: Trump blasts Howard Schultz, says ex-Starbucks CEO doesn't have the 'guts' to run in 2020",FOX NEWS: World's wildest parking lot is like a giant game of Tetris,"FOX NEWS: Comet Ping Pong blaze investigated as arson, police launch search for suspect",FOX NEWS: Ex-Starbucks CEO Howard Schultz 'seriously' considering presidential run as an independent,FOX NEWS: Trump enters next phase of border security negotiations with low expectations,FOX NEWS: Federal employees return to work after longest-ever shutdown – but for how long?,Scientists Create Liquid Fuel That Can Store The Sun's Energy For Up to 18 Years,Postage stamp price to increase to 55 cents on Jan. 27,FOX NEWS: Thousands demand end to oppressive Maduro regime,FOX NEWS: Captain in Nepal plane crash suffered ‘emotional breakdown’: report,FOX NEWS: ISIS claims responsibility for Philippines church bombing that killed at least 20,FOX NEWS: 15 killed in collapse at hotel in Peru during wedding celebration,FOX NEWS: Pompeo calls on the UN Security Council to recognize Venezuelan opposition leader as interim president,FOX NEWS: What will Russia risk in order to protect ousted Venezuelan President Maduro?,"FOX NEWS: Eric Shawn: The Iran threat, emboldened","FOX NEWS: Pope Francis calls Mary the 'first influencer,' celebrates World Youth Day in Panama","FOX NEWS: Venezuela allows US diplomats to stay, defusing showdown, as crisis continues",FOX NEWS: 4 foods you should never cook in cast iron,FOX NEWS: 'Ghost plane' at Madrid airport stumps aviation officials,FOX NEWS: Gutfeld on the Covington Catholic students,"FOX NEWS: This week we learned that mainstream media won't tattle on each other, no matter how badly they do journalism",FOX NEWS: Democrats now pushing many of the same socialist policies that destroyed Venezuela,FOX NEWS: Judge Jeanine Pirro: What Mueller's heavy-handed takedown of Roger Stone tells us,"FOX NEWS: Legal immigrants say the American Dream is a privilege, not an entitlement",FOX NEWS: Pundits apologize for Covington,FOX NEWS: Trump kills most press briefings,FOX NEWS: 6 surprising items you can recycle instead of toss,"Your 2019 Tax Refund Might Be Higher, Lower or Later Than Usual",EU Imports of Soybeans from the U.S. Up 112%,Man clings to speeding car for three miles in road rage row,Washington Governor Declares State of Emergency In All Counties,FOX NEWS: Man finds ‘authentic WWII hand grenade’,"FOX NEWS: Search underway for Savannah Spurlock, missing Kentucky mother",FOX NEWS: YouTube tweaks algorithms to cut back on conspiracy video recommendations,FOX NEWS: Is Twitter ruining journalism?,FOX NEWS: Tinder settles age discrimination lawsuit for $17.3 million,FOX NEWS: McDonald’s customer shoots at couple after confrontation over incorrect order,FOX NEWS: Some House Democrats call on Pelosi to give Trump a vote on wall funding if he reopens the government
