,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
['2019-02-07T00:00:00.000000000'],FOX NEWS: Former Colorado Gov. Hickenlooper making moves toward 2020 run,FOX NEWS: Rep. Jordan: A border security wall needs to happen,FOX NEWS: Trump predicts Virginia will return to GOP control amid scandal engulfing Democrats,FOX NEWS: Ben Shapiro refuses to speak at Christian college after it initially spurned him,FOX NEWS: Police: A human foot found inside a boot that washed up on an island off of Washington state belonged to Antonio Neill,FOX NEWS: Connecticut woman used iPad app to track ex-husband before she was shot dead,FOX NEWS: Police officers plea for violence to stop after 7th officer is killed in first weeks of 2019,FOX NEWS: Liberal hypocrisy: Democrats' calls for Northam to resign fade as three scandals throw Virginia into chaos,FOX NEWS: Florida dad allegedly tries to run over son over refusing bath: report,"FOX NEWS: University of Washington student slips on icy sidewalk, dies: cops",FOX NEWS: Have you become 'noseblind' to your own home?,FOX NEWS: Looking to rent a home? Watch out for these red flags,FOX NEWS: New study examines how lack of sleep can affect how much pain you feel,"FOX NEWS: Fisher-Price recalls 44,000 Barbie Dream Campers over ‘injury hazard’",FOX NEWS: Mom blames tanning for losing ear to skin cancer,FOX NEWS: Optimism over test to help detect pancreatic cancer in early stages,FOX NEWS: Health officials in Texas confirm at least five cases of measles,"FOX NEWS: New Jersey Dunkin' Donuts worker tests positive for hepatitis A, customers urged to get vaccinated","FOX NEWS: Marijuana use may boost sperm count, study claims",FOX NEWS: Colorado woman who claimed hospital removed healthy kidneys dies 9 months later,congress cheers as trump ackowledges record number of female members,FOX NEWS: Kayleigh McEnany says Instagram removed her Elizabeth Warren post for 'harassment or bullying',FOX NEWS: NYPD to Google: Stop revealing the location of police checkpoints,"FOX NEWS: Russia will send fighter jets to patrol North Pole, report says",FOX NEWS: Telemedicine's challenge: Getting patients to click the app,FOX NEWS: US border technologies proposed by Dems blasted by 27 tech and human rights groups,"FOX NEWS: Mark Zuckerberg’s sister slams Facebook, says 'I want to be part of the solution'",FOX NEWS: Apple’s HomePod struggles in crowded smart speaker market,FOX NEWS: Facebook Messenger finally gets an unsend feature,FOX NEWS: Google knows if your passwords were hacked,FOX NEWS: Navy builds two new large surface attack drone ships,"Long, strange trip: How U.S. ethanol reaches China tariff-free",Fake university arrests swell to 146,United Adds Upgrade-Friendly Premium Seats In Battle For Big Spenders,Trump expects ‘100 per cent’ of IS caliphate defeated,Negotiators running out of time to get deal to prevent shutdown,WTF Is Going On In Virginia Politics These Days?,Utterly shocked and terrified: Fairfax accuser details alleged assault,Trump met with contractors Monday to discuss building border wall
