,0,1,2,3
['2017-06-30T00:00:00.000000000'],Donald Trump's travel ban: Who can (and can’t) travel under new ban,ATTENTION CITIZENS OF THE UNITED STATES:: This is why we are losing as a society. Saw this just now at the 711 on Gibson in Henderson N.V.,How long until Trump self-dealing becomes our new normal,Mozilla Employee Denied Entry to the United States
