,0,1,2,3,4,5,6,7,8,9,10,11,12,13
['2017-01-28T00:00:00.000000000'],VIDEO: How Donald Trump stumpled upon the dreams of Other Americans especially MARTHIN LUTHER KING,How robots are changing,Muslims are terrorists? || Muslims Ban,March For Your Right,Help son to be mom,Indian Techies Deeply Worried by Donald Trump's Victory,Pennsylvania: Teen at center of Holland Tunnel heroin 'rescue' mission dead,"Aging and leaky water mains cost New Jersey millions - A quarter or more of all treated drinking water is lost to old, crumbling pipes underground, report says.","Trump wants to pay for his wall with a 20-per-cent tax on Mexican imports, spokesperson says",Donald Trump says controversial speech at CIA memorial was a 'win',President Donald J. Trump holds a joint press conference with UK Prime Minister Theresa May,"Trump argument bolstered: Clinton could have received 800,000 votes from noncitizens, study finds",Married in middle school: Bonita girl a 'bride' at 13,Happening Now: President Donald J. Trump holds a joint press conference with UK Prime Minister Theresa May at The White House.
