,0,1,2,3,4,5,6
['2017-10-04T00:00:00.000000000'],Los Vegas Shooting: Heartbreaking Family Destroyed Story,10 Heartbreaking Los Vegas Shooting Photos From Photographer David Becker - womenzilla.com,Chaos of Las Vegas massacre seen in newly released police bodycam footage,Photos shows how people are reacting to the tragedy in las vegas,Review: Hurricane Disaster Tax Relief Act for victims,"Puerto Rico to get aid from the Navy's 900-foot long floating hospital, the USNS Comfort",U.S. trio win Nobel for finding Einstein's gravitational waves
