,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
['2019-05-19T00:00:00.000000000'],FOX NEWS: Reality star fights back at fat shaming trolls: 'I didn't even want to leave the house',FOX NEWS: Former Disney employee arrested for stealing $14G in costumes and props from Magic Kingdom,FOX NEWS: McDonald's allegedly gives hot chocolate to man with deadly dairy allergy,FOX NEWS: James Charles casts doubt on sexual harassment allegations,FOX NEWS: Clint Bowyer brawls with Ryan Newman at NASCAR All-Star race,FOX NEWS: Tomi Lahren and Fox Nation featured on truck in NASCAR race,"Worst cities to live in, state by state. Here's the list",FOX NEWS: 'Ripoff' restaurant slammed for $90 price tag: 'How are they allowed?',‘This Is a Wave’: Inside the Network of Anti-Abortion Activists Winning Across the Country,"Watters' Words: The 'sex strike' intensifies May 18, 2019","Breaking With Party, G.O.P. Lawmaker Says Trump’s Conduct Reaches ‘Threshold of Impeachment’",Biden Delivers Call for National Unity at Philadelphia Rally,Conservative Group Wants to Bring ‘Brass Knuckles’ Approach to Judicial Fray,Think You Know Who Will Win ‘Game of Thrones’? Fans Are Betting They Do,A Stolen Letter Written by Alexander Hamilton in 1780 Resurfaces,"Jim Jordan Claims Vindication, but Inquiry Says Talk of Abuse at Ohio State Was Rampant","Barr Again Casts Doubt on Russia Inquiry’s Origins, Aligning With Trump’s Attacks",Navy SEAL War Crimes Trial in Turmoil Over Claims Prosecutors Spied on Defense,Columbine school shooting survivor found dead in home,FOX NEWS: Disney World unveils new program to score more hours at Star Wars: Galaxy’s Edge,DNA tests reveal 30% of suspected fraudulent migrant families were unrelated,"Was Planned Parenthood Started To 'Control' The Black Population? Aug. 14, 2015",Trump Shows Signs He Will Pardon Servicemen Accused or Convicted of War Crimes,FOX NEWS: Peyton Manning opening 'Western-inspired' restaurant in Knoxville,FOX NEWS: Drunk Aeroflot passenger reportedly broke flight attendant's leg,Trump Shows Signs He Will Pardon Servicemen Accused or Convicted of War Crimes
