,0,1,2,3,4,5,6,7,8,9,10
['2017-12-24T00:00:00.000000000'],TSA agents are apparently still confused as to whether the District of Columbia is in the U.S,NO COMMENTS Share Tweet Share Pin it Share Stumble Email TSA agents are apparently still confused as to whether the District of Columbia is in the U.S,"California: Defying Trump again, Gov. Jerry Brown pardons immigrants about to be deported","New Jersey: Miss America CEO, president and board chairman all resign amid email scandal","California: Amid Thomas fire, farmworkers weather risks in Oxnard's strawberry fields","Nevada: Bundy mistrial draws Sessions probe, calls for broad review","Andrew McCabe, F.B.I.'s Embattled Deputy, Is Expected to Retire",Gene Simmons: ‘I’ve never got high or drunk in my life’,Top Marine general: 'There's a war coming',"Naked postal worker accused of murdering boss, co-worker","Man planned Christmas attack on Pier 39, FBI says - by examiner_staff - December 22, 2017"
