,0,1,2,3,4,5,6,7,8,9,10,11,12
['2017-10-10T00:00:00.000000000'],The GOP Identity Crisis -- The GOP has no idea how to integrate Trump’s populism into the traditional Republican agenda,Conway's double standard on Trump's tweets.,The allegations of sexual harassment against movie mogul Harvey Weinstein are spilling over into Washington politics.,Deadly California Wildfires Force Thousands to Evacuate,Arizona: Maricopa County's Tent City jail officially shut down,Sunday Night Football Slips Again As NFL Ratings Continue to Crater,Maine: Convicted murderer Anthony Sanborn Jr. to get his 2nd chance in court beginning Tuesday,At least 10 dead as fires burn in California wine country,Flint water crisis: Manslaughter charge sought for Michigan medical official,Explosive wildfires burn deep into California wine country,Flint water crisis: Manslaughter charge sought for Michigan medical official,"Santa Rosa Fire: Fast moving wildfires devour buildings, spur evacuation...",Milo Yiannopoulos CRUSHES Australian News Interview
