,0,1,2,3
['2017-04-03T00:00:00.000000000'],This company’s drugs helped fuel Florida’s opioid crisis. But the government struggled to hold them accountable.,"White Guy Accidentally Strikes Black Child With Car, Is Murdered Begging For Mercy.","Hunt for suspects in Facebook Live sexual assault intensifies after boy, 14, charged",Trump says US is ready to act alone on North Korea
